"Node.A","Node.B"
"DVL2","PFN1"
"DVL2","POLR2A"
"DVL2","TP53"
"DVL3","EIF4E2"
"DVL3","ERC1"
"DVL3","FLNA"
"DVL3","GIT2"
"DVL3","GNAI2"
"DVL3","GRB2"
"DVL3","HCLS1"
"DVL3","HGS"
"DVL3","HLA-B"
"DVL3","HSP90AB1"
"DVL3","IKBKG"
"DVL3","IL2RG"
"DVL3","IMPA1"
"DVL3","INPP5D"
"DVL3","INPPL1"
"DVL3","IRAK1"
"DVL3","ITPR3"
"DVL3","JAK1"
"DVL3","JUND"
"DVL3","MAP2K7"
"DVL3","MAPKAPK2"
"DVL3","MAX"
"DVL3","MCL1"
"DVL3","MGRN1"
"DVL3","MKNK1"
"DVL3","MSN"
"DVL3","MTMR3"
"DVL3","MYH9"
"DVL3","NCOR2"
"DVL3","NCSTN"
"DVL3","NMD3"
"DVL3","NXF1"
"DVL3","ORAI2"
"DVL3","PEX3"
"DVL3","PI4KA"
"DVL3","PIP4K2B"
"DVL3","PIP5K1C"
"DVL3","PLD2"
"DVL3","POP4"
"DVL3","PPP1R12B"
"DVL3","RAB5B"
"DVL3","RAB8A"
"DVL3","RAF1"
"DVL3","RAPGEF1"
"DVL3","RCHY1"
"DVL3","RELA"
"DVL3","RIOK2"
"DVL3","RPS6KA4"
"DVL3","RUFY1"
"DVL3","SMURF1"
"DVL3","SSH1"
"DVL3","STAM2"
"DVL3","STAT6"
"DVL3","STK11"
"DVL3","STK36"
"DVL3","TAOK2"
"DVL3","TCEB1"
"DVL3","TGFB1"
"DVL3","TPM3"
"DVL3","TSC2"
"DVL3","TUBB"
"DVL3","TYK2"
"DVL3","UBA1"
"DVL3","UBE2I"
"DVL3","UBE2W"
"DVL3","ULK1"
"DVL3","VTA1"
"DVL3","WAS"
"DVL3","WASF2"
"DVL3","WIPF2"
"DVL3","YWHAG"
"DVL3","YWHAH"
"DVL3","ZBTB17"
"DYNC1H1","FLNA"
"DYNC1H1","GBF1"
"DYNC1H1","HACL1"
"DYNC1H1","HERC1"
"DYNC1H1","HGS"
"DYNC1H1","MDN1"
"DYNC1H1","MYH9"
"DYNC1H1","NCOR2"
"DYNC1H1","PIK3CD"
"DYNC1H1","PIP4K2B"
"DYNC1H1","PIP5K1C"
"DYNC1H1","POLR2A"
"DYNC1H1","POLR2K"
"DYNC1H1","POP4"
"DYNC1H1","RAB11FIP3"
"DYNC1H1","SKP1"
"DYNC1H1","SPTAN1"
"DYNC1H1","STAM2"
"DYNC1H1","STK11"
"DYNC1H1","TAOK2"
"DYNC1H1","UBA1"
"DYNC1I2","ITGAV"
"DYNC1I2","MVK"
"DYNC1LI2","GIT2"
"DYNC1LI2","HACL1"
"DYNC1LI2","HERC1"
"DYNC1LI2","IMPA1"
"DYNC1LI2","JUND"
"DYNC1LI2","LAMP1"
"DYNC1LI2","MSH2"
"DYNC1LI2","MTMR3"
"DYNC1LI2","NARS2"
"DYNC1LI2","NCOR2"
"DYNC1LI2","NUMBL"
"DYNC1LI2","NXT1"
"DYNC1LI2","POLR2K"
"DYNC1LI2","POP4"
"DYNC1LI2","RALGDS"
"DYNC1LI2","RPP30"
"DYNC1LI2","SSBP1"
"DYNC1LI2","STAT2"
"DYNC1LI2","SYMPK"
"DYNC1LI2","UTP15"
"E2F1","EIF6"
"E2F1","ESPL1"
"E2F1","F2R"
"E2F1","FARSA"
"E2F1","GTSE1"
"E2F1","GUCY1A3"
"E2F1","LPAR6"
"E2F1","MCM2"
"E2F1","MCM3"
"E2F1","MCM4"
"E2F1","MCM6"
"E2F1","MCM7"
"E2F1","NAT10"
"E2F1","PARP2"
"E2F1","PIK3R1"
"E2F1","PKMYT1"
"E2F1","POLD1"
"E2F1","POLD2"
"E2F1","POLR2E"
"E2F1","PPP2R1B"
"E2F1","PPP2R5D"
"E2F1","PWP2"
"E2F1","RAD54L"
"E2F1","SAE1"
"E2F1","SEC61A2"
"E2F1","SPG20"
"E2F1","TRAF4"
"E2F1","WWP1"
"E2F2","ESPL1"
"E2F2","MCM3"
"E2F2","MCM4"
"E2F2","MCM6"
"E2F2","MCM7"
"E2F2","PKMYT1"
"E2F2","PLK1"
"E2F2","TUBB"
"E2F4","EDNRB"
"E2F4","ELK1"
"E2F4","EPN1"
"E2F4","EPOR"
"E2F4","FOLR1"
"E2F4","FZR1"
"E2F4","GBF1"
"E2F4","GIT1"
"E2F4","GNAI1"
"E2F4","GNG11"
"E2F4","HGS"
"E2F4","HRH2"
"E2F4","IFNGR2"
"E2F4","IKBKG"
"E2F4","IL18"
"E2F4","IL7"
"E2F4","IMPA1"
"E2F4","INPP5B"
"E2F4","INPPL1"
"E2F4","IP6K2"
"E2F4","IQGAP3"
"E2F4","IRF9"
"E2F4","JMJD7-PLA2G4B"
"E2F4","KAT2A"
"E2F4","KLK3"
"E2F4","LMO7"
"E2F4","LTB4R"
"E2F4","MAP2K7"
"E2F4","MAPK8"
"E2F4","MAPK8IP3"
"E2F4","MAPKAPK2"
"E2F4","MDN1"
"E2F4","MPHOSPH10"
"E2F4","MPV17L"
"E2F4","MVK"
"E2F4","MYL12A"
"E2F4","NFKB2"
"E2F4","NLGN2"
"E2F4","NMD3"
"E2F4","NMUR2"
"E2F4","NOS1"
"E2F4","NPBWR1"
"E2F4","NXF1"
"E2F4","PAX8"
"E2F4","PEX12"
"E2F4","PFN1"
"E2F4","POLR2A"
"E2F4","PPM1D"
"E2F4","PPP1R12C"
"E2F4","PPP2R1A"
"E2F4","PPP2R1B"
"E2F4","PPP2R5D"
"E2F4","PPP2R5E"
"E2F4","PRKACA"
"E2F4","PRKCI"
"E2F4","PSD4"
"E2F4","PTK2B"
"E2F4","RAB11B"
"E2F4","RAB5B"
"E2F4","RAB5C"
"E2F4","RAF1"
"E2F4","RAP1B"
"E2F4","RPA2"
"E2F4","RXRB"
"E2F4","SEC61A2"
"E2F4","SH3GLB2"
"E2F4","SLC25A6"
"E2F4","SNX1"
"E2F4","SOCS6"
"E2F4","SPI1"
"E2F4","SYVN1"
"E2F4","TAOK2"
"E2F4","TJAP1"
"E2F4","TLN1"
"E2F4","TMEM55B"
"E2F4","TUBA1A"
"E2F4","UBE2D4"
"E2F4","UBE2K"
"E2F4","UBE2Z"
"E2F4","ULK3"
"E2F4","VHL"
"E2F4","VPS26A"
"E2F4","WNT6"
"E2F4","YWHAH"
"E2F4","YWHAQ"
"E2F4","ZFYVE27"
"E2F4","ZMAT3"
"E2F5","LAMP1"
"ECSIT","EIF6"
"ECSIT","FARSA"
"ECSIT","FBL"
"EDNRA","ENAH"
"EDNRA","EPAS1"
"EDNRA","GJA1"
"EDNRA","GNAI1"
"EDNRA","GNG12"
"EDNRA","GUCY1A3"
"EDNRA","ID4"
"EDNRA","INHBA"
"EDNRA","ITGA1"
"EDNRA","ITGA6"
"EDNRA","ITGAV"
"EDNRA","ITGB5"
"EDNRA","JAG1"
"EDNRA","KDR"
"EDNRA","KITLG"
"EDNRA","LAMA4"
"EDNRA","LAMB1"
"EDNRA","NCKAP1"
"EDNRA","PARVA"
"EDNRA","PDGFRA"
"EDNRA","PLN"
"EDNRA","PRKG1"
"EDNRA","PTPRB"
"EDNRA","SDC2"
"EDNRA","SFRP2"
"EDNRA","SNAI2"
"EDNRA","THBS1"
"EDNRA","TJP1"
"EDNRA","VCAN"
"EDNRB","EPOR"
"EDNRB","ESPL1"
"EDNRB","FGF13"
"EDNRB","FOLR1"
"EDNRB","FZR1"
"EDNRB","GNAI1"
"EDNRB","GNG11"
"EDNRB","GUCY1A3"
"EDNRB","GUCY1B3"
"EDNRB","HGS"
"EDNRB","IFNGR2"
"EDNRB","IKBKG"
"EDNRB","INPPL1"
"EDNRB","ITPR3"
"EDNRB","KLHL9"
"EDNRB","LIFR"
"EDNRB","MAP2K7"
"EDNRB","MAPK8IP3"
"EDNRB","MCM3"
"EDNRB","MDN1"
"EDNRB","MPHOSPH10"
"EDNRB","NCKAP1L"
"EDNRB","NPY1R"
"EDNRB","PIK3R1"
"EDNRB","PLA2G4A"
"EDNRB","PPP1R12C"
"EDNRB","PPP2R5E"
"EDNRB","PSD4"
"EDNRB","PTK2B"
"EDNRB","PTPRB"
"EDNRB","RAB5B"
"EDNRB","SEC61A2"
"EDNRB","SH3GLB2"
"EDNRB","SOCS2"
"EDNRB","SPI1"
"EDNRB","STAT6"
"EDNRB","STK36"
"EDNRB","STX12"
"EDNRB","SYMPK"
"EDNRB","SYVN1"
"EDNRB","TLN1"
"EDNRB","TLR4"
"EDNRB","TNFRSF11B"
"EDNRB","TUBA1A"
"EDNRB","UBA1"
"EDNRB","UBE2I"
"EDNRB","VHL"
"EDNRB","YWHAH"
"EDNRB","ZFYVE27"
"EFL1","HSP90AB1"
"EGLN2","EHD1"
"EGLN2","ELK1"
"EGLN2","EPN1"
"EGLN2","EXOC3"
"EGLN2","FLNA"
"EGLN2","FOLR1"
"EGLN2","GBF1"
"EGLN2","GIT1"
"EGLN2","GRB2"
"EGLN2","HCLS1"
"EGLN2","HRAS"
"EGLN2","HSP90AB1"
"EGLN2","IKBKG"
"EGLN2","IMPA1"
"EGLN2","INPP5D"
"EGLN2","INPPL1"
"EGLN2","IP6K1"
"EGLN2","JAK3"
"EGLN2","MAP2K2"
"EGLN2","MAP2K3"
"EGLN2","MAP2K7"
"EGLN2","MAP4K1"
"EGLN2","MAPK8"
"EGLN2","MAPKAPK2"
"EGLN2","MFNG"
"EGLN2","MTOR"
"EGLN2","MVK"
"EGLN2","NAT10"
"EGLN2","NCK1"
"EGLN2","NCKAP1L"
"EGLN2","NLGN2"
"EGLN2","PEX3"
"EGLN2","PFN1"
"EGLN2","PI4KB"
"EGLN2","PIK3CD"
"EGLN2","PKMYT1"
"EGLN2","POLR2A"
"EGLN2","POLR2E"
"EGLN2","POLR2K"
"EGLN2","PPP2R1A"
"EGLN2","PPP2R5D"
"EGLN2","PPP2R5E"
"EGLN2","PRKACA"
"EGLN2","PRKCI"
"EGLN2","PSD4"
"EGLN2","PTK2B"
"EGLN2","PWP2"
"EGLN2","RAB11FIP3"
"EGLN2","RAB5B"
"EGLN2","RAB5C"
"EGLN2","RAB8A"
"EGLN2","RAF1"
"EGLN2","RAP1B"
"EGLN2","RAPGEF1"
"EGLN2","RELB"
"EGLN2","RELT"
"EGLN2","RHEB"
"EGLN2","RPS6KA4"
"EGLN2","SAE1"
"EGLN2","SARS2"
"EGLN2","SBDS"
"EGLN2","SOCS6"
"EGLN2","SPHK2"
"EGLN2","SPI1"
"EGLN2","SPTAN1"
"EGLN2","SRF"
"EGLN2","STAT5A"
"EGLN2","STAT6"
"EGLN2","STK11"
"EGLN2","STK4"
"EGLN2","STRADA"
"EGLN2","TAOK2"
"EGLN2","TCOF1"
"EGLN2","TGFB1"
"EGLN2","TPM3"
"EGLN2","TUBB"
"EGLN2","TUBB3"
"EGLN2","TYK2"
"EGLN2","UBA1"
"EGLN2","UBE2I"
"EGLN2","UBE2Q2"
"EGLN2","UBE2Z"
"EGLN2","VPS26A"
"EGLN2","WAS"
"EGLN2","WIPF2"
"EHD1","HCLS1"
"EHD1","HGS"
"EHD1","HSP90AB1"
"EHD1","INPP5D"
"EHD1","JAK1"
"EHD1","NAT10"
"EHD1","PIK3CD"
"EHD1","RAPGEF1"
"EHD1","RELB"
"EHD1","RHEB"
"EHD1","SAE1"
"EHD1","SRF"
"EHD1","STAM2"
"EHD1","STRADA"
"EHD1","SYVN1"
"EHD1","TCOF1"
"EHD1","TPM3"
"EHD1","TUBB"
"EHD1","TYK2"
"EHD1","UBA1"
"EHD1","UBE2I"
"EHD1","VPS37A"
"EHD2","EPAS1"
"EHD2","GNA11"
"EHD2","HSPG2"
"EHD2","ITGA5"
"EHD2","LAMB2"
"EHD2","LAMC1"
"EHD2","MRC2"
"EHD2","NBL1"
"EHD2","PDGFRB"
"EHD2","SHC1"
"EHD2","VCAN"
"EHD2","VWF"
"EIF2S1","UTP4"
"EIF2S1","POLR3G"
"EIF4E","MAD2L1"
"EIF4E2","HCLS1"
"EIF4E2","HLA-G"
"EIF4E2","IL2RG"
"EIF4E2","INPP5D"
"EIF4E2","JAK1"
"EIF4E2","MSN"
"EIF4E2","NXT1"
"EIF4E2","RAPGEF1"
"EIF4E2","TCEB1"
"EIF4E2","TCEB2"
"EIF4E2","TSC2"
"EIF4E2","WDR43"
"EIF4E2","WIPF2"
"EIF6","ELK1"
"EIF6","EXOC3"
"EIF6","F2R"
"EIF6","FARSA"
"EIF6","FBL"
"EIF6","FOLR1"
"EIF6","GUCY1A3"
"EIF6","IP6K2"
"EIF6","ITGAV"
"EIF6","LAMP2"
"EIF6","LPAR6"
"EIF6","MAP2K7"
"EIF6","MLST8"
"EIF6","NAT10"
"EIF6","NCK1"
"EIF6","NOL6"
"EIF6","PFN1"
"EIF6","PIK3R1"
"EIF6","PIM1"
"EIF6","PKMYT1"
"EIF6","POLD2"
"EIF6","POLR2E"
"EIF6","PPP1CA"
"EIF6","PPP2R1A"
"EIF6","PPP2R1B"
"EIF6","PPP2R5E"
"EIF6","PPP5C"
"EIF6","PSENEN"
"EIF6","PWP2"
"EIF6","RAB11FIP2"
"EIF6","RAP1B"
"EIF6","RPA2"
"EIF6","RPS6KA3"
"EIF6","SAE1"
"EIF6","SARS2"
"EIF6","SEC61A2"
"EIF6","SHFM1"
"EIF6","SLC25A5"
"EIF6","SOS2"
"EIF6","SPG20"
"EIF6","STX12"
"EIF6","SYVN1"
"EIF6","TLR4"
"EIF6","UBE2I"
"EIF6","VARS2"
"EIF6","WWP1"
"ELK1","EPOR"
"ELK1","FOLR1"
"ELK1","GBF1"
"ELK1","IFNGR2"
"ELK1","IKBKG"
"ELK1","IMPA1"
"ELK1","INPPL1"
"ELK1","MAP2K7"
"ELK1","PFN1"
"ELK1","PKMYT1"
"ELK1","PPP2R1A"
"ELK1","PPP2R1B"
"ELK1","PPP2R5D"
"ELK1","PRKACA"
"ELK1","RAB5B"
"ELK1","SAE1"
"ELK1","SNX12"
"ELK1","SPG21"
"ELK1","SPI1"
"ELK1","TLN1"
"ELK1","UBA1"
"ELK1","WNT6"
"EMG1","POLR3K"
"EMG1","UBE2N"
"ENAH","FZD1"
"ENAH","FZD7"
"ENAH","GAS1"
"ENAH","GJA1"
"ENAH","GNG12"
"ENAH","IGF1"
"ENAH","INHBA"
"ENAH","ITGAV"
"ENAH","ITGB5"
"ENAH","KITLG"
"ENAH","LAMA4"
"ENAH","LAMB1"
"ENAH","NCKAP1"
"ENAH","PARVA"
"ENAH","PDGFC"
"ENAH","PDGFRA"
"ENAH","RAB23"
"ENAH","SDC2"
"ENAH","SFRP4"
"ENAH","SNAI2"
"ENAH","THBS1"
"ENAH","TJP1"
"ENAH","TNFRSF12A"
"ENAH","VCAN"
"EPAS1","FHL1"
"EPAS1","GAS1"
"EPAS1","GNAI1"
"EPAS1","GNAQ"
"EPAS1","GNG12"
"EPAS1","GUCY1A3"
"EPAS1","IL1R1"
"EPAS1","IL6ST"
"EPAS1","IL7R"
"EPAS1","ITGA1"
"EPAS1","ITGA6"
"EPAS1","ITGA9"
"EPAS1","ITGAV"
"EPAS1","JAG1"
"EPAS1","JAM3"
"EPAS1","KDR"
"EPAS1","KITLG"
"EPAS1","LAMA4"
"EPAS1","LAMB1"
"EPAS1","LPAR1"
"EPAS1","LTBR"
"EPAS1","MAP3K2"
"EPAS1","MECOM"
"EPAS1","MPDZ"
"EPAS1","MYLK"
"EPAS1","OSMR"
"EPAS1","PARVA"
"EPAS1","PDGFRA"
"EPAS1","PECAM1"
"EPAS1","PTPN13"
"EPAS1","PTPRB"
"EPAS1","PTPRM"
"EPAS1","RAB13"
"EPAS1","RRAS"
"EPAS1","RXRA"
"EPAS1","SHC1"
"EPAS1","SNAI2"
"EPAS1","TCF7L2"
"EPAS1","TJP1"
"EPAS1","TRAF4"
"EPAS1","VEGFC"
"EPAS1","VWF"
"EPAS1","WWP1"
"EPAS1","YES1"
"EPB41L3","HSPA1A"
"EPB41L3","IGF2R"
"EPB41L3","IL15RA"
"EPB41L3","IL17RA"
"EPB41L3","ITGB2"
"EPB41L3","LAMP1"
"EPB41L3","MRAS"
"EPB41L3","SNU13"
"EPB41L3","PI4K2A"
"EPB41L3","NECTIN2"
"EPB41L3","SOD2"
"EPB41L3","TLR2"
"EPB41L3","TNFRSF1A"
"EPB41L3","TNFRSF1B"
"EPB41L3","VAMP3"
"EPB41L3","WARS"
"EPN1","FLNA"
"EPN1","FZR1"
"EPN1","GBF1"
"EPN1","HGS"
"EPN1","INPPL1"
"EPN1","MAP2K2"
"EPN1","MAPK8IP3"
"EPN1","MVK"
"EPN1","NCKAP1L"
"EPN1","POLR2A"
"EPN1","POLR2K"
"EPN1","PPP2R5D"
"EPN1","PPP2R5E"
"EPN1","PRKACA"
"EPN1","PSD4"
"EPN1","SEC61A2"
"EPN1","SH3GLB2"
"EPN1","STK11"
"EPN1","TAOK2"
"EPN1","TLN1"
"EPN1","TYK2"
"EPN1","UBA1"
"EPN1","UBE2Z"
"EPOR","EPRS"
"EPOR","FLNA"
"EPOR","FOLR1"
"EPOR","GNG11"
"EPOR","HACL1"
"EPOR","IFNA17"
"EPOR","IFNGR2"
"EPOR","IKBKG"
"EPOR","IL11RA"
"EPOR","IL7"
"EPOR","IMPA1"
"EPOR","IQGAP3"
"EPOR","IRF9"
"EPOR","ITPR3"
"EPOR","JMJD7-PLA2G4B"
"EPOR","KLK3"
"EPOR","LMO7"
"EPOR","LTB4R"
"EPOR","MAP2K3"
"EPOR","MAP2K7"
"EPOR","MPHOSPH10"
"EPOR","MPV17L"
"EPOR","MVK"
"EPOR","NLGN2"
"EPOR","NMUR2"
"EPOR","NOS1"
"EPOR","PAX8"
"EPOR","PFN1"
"EPOR","PI4KB"
"EPOR","PLD2"
"EPOR","POLR2K"
"EPOR","POP4"
"EPOR","PPM1D"
"EPOR","PPP2R5D"
"EPOR","PPP2R5E"
"EPOR","PRKACA"
"EPOR","PRKCI"
"EPOR","PSD4"
"EPOR","PTK2B"
"EPOR","RAB11B"
"EPOR","RAB11FIP3"
"EPOR","RALB"
"EPOR","SEC22B"
"EPOR","SH3GLB2"
"EPOR","STAT5A"
"EPOR","STK11"
"EPOR","STK36"
"EPOR","STRADA"
"EPOR","SYMPK"
"EPOR","SYVN1"
"EPOR","TAOK2"
"EPOR","TGFB3"
"EPOR","TJAP1"
"EPOR","TLN1"
"EPOR","UBE2D4"
"EPOR","UBE2K"
"EPOR","UBE2Z"
"EPOR","VHL"
"EPOR","VPS35"
"EPOR","WNT6"
"EPOR","XDH"
"EPOR","YWHAH"
"EPOR","ZFYVE27"
"EPOR","ZMAT3"
"EPRS","FOLR1"
"EPRS","GNL2"
"EPRS","IARS2"
"EPRS","IFNGR2"
"EPRS","IL11RA"
"EPRS","IRF9"
"EPRS","JMJD7-PLA2G4B"
"EPRS","LMO7"
"EPRS","MPHOSPH10"
"EPRS","PPP2R5E"
"EPRS","PSENEN"
"EPRS","RALB"
"EPRS","TAOK3"
"EPRS","TLN1"
"EPRS","VPS35"
"EPS15L1","IL15"
"EPS15L1","MCM2"
"EPS15L1","MCM5"
"EPS15L1","POLD1"
"ERC1","GIT2"
"ERC1","HGS"
"ERC1","HSP90AB1"
"ERC1","IMPA1"
"ERC1","STAT6"
"ERC1","TUBB"
"ERC1","UBA1"
"ERC1","WIPF2"
"ESPL1","GTSE1"
"ESPL1","GUCY1B3"
"ESPL1","HSP90AB1"
"ESPL1","IL15"
"ESPL1","INPPL1"
"ESPL1","KLHL9"
"ESPL1","LMNB2"
"ESPL1","LY96"
"ESPL1","MAP4K1"
"ESPL1","MCM2"
"ESPL1","MCM3"
"ESPL1","MCM4"
"ESPL1","MCM5"
"ESPL1","MCM6"
"ESPL1","MCM7"
"ESPL1","NAT10"
"ESPL1","NCK1"
"ESPL1","NOP58"
"ESPL1","PARP1"
"ESPL1","PARP2"
"ESPL1","PKMYT1"
"ESPL1","PLK1"
"ESPL1","POLD1"
"ESPL1","POLD2"
"ESPL1","RAD54L"
"ESPL1","RBM28"
"ESPL1","SAE1"
"ESPL1","SYVN1"
"ESPL1","TUBA1B"
"ESPL1","TUBA1C"
"ESPL1","TUBB"
"ESPL1","TUBB3"
"ESPL1","UBA1"
"ESPL1","UBE2C"
"ESPL1","UBE2I"
"ESPL1","UBE2Q2"
"ESPL1","UBE2S"
"ESPL1","XRCC3"
"EXOC3","FOLR1"
"EXOC3","MAP2K3"
"EXOC3","NCKAP1L"
"EXOC3","PFN1"
"EXOC3","PPP2R5E"
"EXOC3","RPA2"
"EXOC3","STRADA"
"EXOC3","TPM3"
"EXOC3","UBA1"
"EXOC3","UBE2I"
"EXOC3","UBE2Z"
"F2R","FARSA"
"F2R","FBL"
"F2R","FCGR2A"
"F2R","FZD1"
"F2R","GUCY1A3"
"F2R","GUCY1B3"
"F2R","IL15"
"F2R","INPP4B"
"F2R","LAMP2"
"F2R","LPAR6"
"F2R","PARP2"
"F2R","POLD2"
"F2R","PTPN13"
"F2R","SNX6"
"F2R","SPG20"
"F2R","STX12"
"F2R","TLR4"
"F2R","TNFSF10"
"F2R","TNFSF13B"
"F2R","UBE2I"
"FAM21A","FAM21C"
"FAM21A","IL17RA"
"FAM21A","ITGB2"
"FAM21A","MAD2L1"
"FAM21A","RALGDS"
"FAM21C","ITGB2"
"FAM21C","MAD2L1"
"FAR2","IL15"
"FAR2","TNFSF10"
"FAR2","TNFSF13B"
"FARSA","FBL"
"FARSA","FGF7"
"FARSA","FZR1"
"FARSA","GNL3"
"FARSA","GTSE1"
"FARSA","GUCY1A3"
"FARSA","HSP90AB1"
"FARSA","ITGAV"
"FARSA","LAMP2"
"FARSA","LPAR6"
"FARSA","MAP4K3"
"FARSA","MCM3"
"FARSA","MCM4"
"FARSA","MCM5"
"FARSA","MCM7"
"FARSA","MFNG"
"FARSA","MLST8"
"FARSA","NAT10"
"FARSA","NCK1"
"FARSA","NOL6"
"FARSA","NOP58"
"FARSA","PDGFC"
"FARSA","PFN1"
"FARSA","PIK3R1"
"FARSA","PIM1"
"FARSA","PKMYT1"
"FARSA","PLK1"
"FARSA","POLD2"
"FARSA","POLR2E"
"FARSA","PPIF"
"FARSA","PPP2R1B"
"FARSA","PRPF19"
"FARSA","PWP2"
"FARSA","RAB11FIP2"
"FARSA","RAP1B"
"FARSA","SAE1"
"FARSA","SARS2"
"FARSA","SH3GLB2"
"FARSA","SOCS5"
"FARSA","SOS2"
"FARSA","STK4"
"FARSA","TCOF1"
"FARSA","TMEM55A"
"FARSA","UBE2I"
"FARSA","XRCC3"
"FARSB","NOP56"
"FARSB","POLD2"
"FARSB","RAD54L"
"FASLG","GZMA"
"FASLG","GZMB"
"FASLG","IFNG"
"FASLG","LAT"
"FASLG","PPP2R2B"
"FASLG","PRF1"
"FASLG","PRKCH"
"FASLG","PRKCQ"
"FASLG","STAT1"
"FBL","GNL3"
"FBL","HSP90AB1"
"FBL","ITGAV"
"FBL","LPAR6"
"FBL","MCM2"
"FBL","MCM3"
"FBL","MCM4"
"FBL","MCM7"
"FBL","MFNG"
"FBL","MLST8"
"FBL","NAT10"
"FBL","POLD1"
"FBL","POLD2"
"FBL","POLR2E"
"FBL","POLR3E"
"FBL","PPP5C"
"FBL","PRPF19"
"FBL","PWP2"
"FBL","RAD54L"
"FBL","RUVBL1"
"FBL","SAE1"
"FBL","SARS2"
"FBL","SPG20"
"FBL","STX12"
"FBL","TNFSF13B"
"FBL","UBE2I"
"FBL","UBE2S"
"FBXO5","MAD2L1"
"FBXO5","PCNA"
"FBXO5","TCEB1"
"FBXO5","TTK"
"FBXO5","UBA2"
"FBXO5","VTA1"
"FCGR1A","FCGR2A"
"FCGR1A","FCGR3A"
"FCGR1A","FCGR3B"
"FCGR1A","FZD5"
"FCGR1A","GNB4"
"FCGR1A","GZMA"
"FCGR1A","GZMB"
"FCGR1A","IDH1"
"FCGR1A","IFNG"
"FCGR1A","MARCO"
"FCGR1A","MRC1"
"FCGR1A","MSR1"
"FCGR1A","P2RY6"
"FCGR1A","PPP2R2B"
"FCGR1A","PRF1"
"FCGR1A","PTGER2"
"FCGR1A","SIGLEC1"
"FCGR1A","SLC27A2"
"FCGR1A","SLC8A1"
"FCGR1A","SOD2"
"FCGR1A","STAT1"
"FCGR1A","TLR2"
"FCGR1A","TNFSF10"
"FCGR1A","TNFSF13B"
"FCGR1A","UBE2F"
"FCGR1A","WARS"
"FCGR2A","FCGR3A"
"FCGR2A","FCGR3B"
"FCGR2A","IDH1"
"FCGR2A","MARCO"
"FCGR2A","MRC1"
"FCGR2A","MSR1"
"FCGR2A","P2RY6"
"FCGR2A","PTGER2"
"FCGR2A","RAB31"
"FCGR2A","SLC8A1"
"FCGR2A","SOD2"
"FCGR2A","STX12"
"FCGR2A","TLR2"
"FCGR2A","TNFSF10"
"FCGR2A","TNFSF13B"
"FCGR3A","FCGR3B"
"FCGR3A","MARCO"
"FCGR3A","MRC1"
"FCGR3A","P2RY6"
"FCGR3A","PTGER2"
"FGD3","IKBKB"
"FGD3","LAT"
"FGD3","ZAP70"
"FGF13","LIFR"
"FGF13","NPY1R"
"FGF7","GJA1"
"FGF7","GNAI1"
"FGF7","GNG11"
"FGF7","GNG12"
"FGF7","GUCY1B3"
"FGF7","HCLS1"
"FGF7","HSP90AB1"
"FGF7","ITGA6"
"FGF7","ITGAV"
"FGF7","LAMA4"
"FGF7","LAMB1"
"FGF7","LEPR"
"FGF7","LPAR6"
"FGF7","MCM3"
"FGF7","MFNG"
"FGF7","NCKAP1"
"FGF7","PDGFC"
"FGF7","PDGFRA"
"FGF7","PLN"
"FGF7","POLD2"
"FGF7","PTPN13"
"FGF7","PWP2"
"FGF7","RAB23"
"FGF7","SBDS"
"FGF7","SCP2"
"FGF7","SDC2"
"FGF7","SNAI2"
"FGF7","SOCS2"
"FGF7","SOCS5"
"FGF7","SPG20"
"FGF7","TCOF1"
"FGF7","THBS1"
"FGF7","TUBA1A"
"FGF7","UBE2I"
"FGF7","UBE2Q2"
"FHL1","FZD7"
"FHL1","GNAI1"
"FHL1","GNG12"
"FHL1","GUCY1A3"
"FHL1","IGF1"
"FHL1","IL6ST"
"FHL1","JAG1"
"FHL1","KITLG"
"FHL1","LIFR"
"FHL1","LPAR6"
"FHL1","MYLK"
"FHL1","NCKAP1"
"FHL1","PLN"
"FHL1","PTPRB"
"FHL1","SORBS1"
"FHL1","TJP1"
"FLNA","FOLR1"
"FLNA","GSN"
"FLNA","HACL1"
"FLNA","HERC1"
"FLNA","HLA-G"
"FLNA","HSPB1"
"FLNA","IFNGR2"
"FLNA","IKBKG"
"FLNA","ILK"
"FLNA","IMPA1"
"FLNA","INPPL1"
"FLNA","IRAK1"
"FLNA","JAG2"
"FLNA","JAK1"
"FLNA","JAK3"
"FLNA","JUND"
"FLNA","MAP2K2"
"FLNA","MAP2K3"
"FLNA","MAP3K11"
"FLNA","MAPK8"
"FLNA","MCL1"
"FLNA","MSN"
"FLNA","MYH9"
"FLNA","NCOR2"
"FLNA","NFKB2"
"FLNA","NMD3"
"FLNA","PARVB"
"FLNA","PAX8"
"FLNA","PEX3"
"FLNA","PFN1"
"FLNA","PI4KA"
"FLNA","PI4KB"
"FLNA","PIK3CD"
"FLNA","PIP5K1C"
"FLNA","PLD2"
"FLNA","PMAIP1"
"FLNA","POLR1D"
"FLNA","POLR2A"
"FLNA","POLR2C"
"FLNA","POLR2K"
"FLNA","POP4"
"FLNA","PPM1D"
"FLNA","PPP1R12B"
"FLNA","PRDX1"
"FLNA","PRKACA"
"FLNA","PSTK"
"FLNA","PXN"
"FLNA","RAB11FIP3"
"FLNA","RAB5C"
"FLNA","RALB"
"FLNA","RAPGEF1"
"FLNA","RELA"
